w,freq,cat,lang,tr,alt
आफूलाई,2572,NE,ne,afulai,
पृथ्वीनारायण,2572,NE,ne,prithvinarayan,
धर्मको,2571,NE,ne,dharmako,
लिएका,2571,NE,ne,lieka,
पहिला,2570,NE,ne,pahila,
वर्षमा,2569,NE,ne,warshama,
सुरुमा,2569,NE,ne,suruma,
काभ्रेपलाञ्चोक,2569,NE,ne,kabhrepalanchok,
दिनमा,2569,NE,ne,dinma,
विकिपिडियाको,2569,NE,ne,wikipediako,
महिनाको,2567,NE,ne,mahinako,
फोरम,2567,NE,ne,forum,
लेखेका,2565,NE,ne,lekheka,
गीतको,2565,NE,ne,gitko,
खोटाङ,2564,NE,ne,khotang,
भएमा,2564,NE,ne,bhaema,
विराटनगर,2564,NE,ne,viratnagar,
साझेदारी,2563,NE,ne,sajhedari,
सम्ममा,2562,NE,ne,sammama,
बेलायत,2562,NE,ne,belayat,
नामबाट,2561,NE,ne,nambata,
विकिपीडिया,2561,NE,ne,wikipedia,
सहरको,2561,NE,ne,saharko,
फिल्मफेयर,2560,NE,ne,filmfare,
स्रोतहरू,2559,NE,ne,srotharu,
साविक,2558,NE,ne,sawik,
रूपले,2558,NE,ne,ruple,
सेवाहरू,2556,NE,ne,sewaharu,
टोलीको,2553,NE,ne,toliko,
ताप्लेजुङ,2552,NE,ne,taplejung,
बनाएर,2551,NE,ne,banaera,
ढाँचाहरू,2551,NE,ne,dhanchaharu,
प्रजातिको,2550,NE,ne,prajatiko,
रोल्पा,2549,NE,ne,rolpa,
कात्तिक,2548,NE,ne,kattik,
बजारमा,2547,NE,ne,bajarma,
समयको,2547,NE,ne,samayako,
मन्दिरको,2547,NE,ne,mandirako,
पंक्षी,2545,NE,ne,pankshi,
पछिल्लो,2545,NE,ne,pachhillo,
क्षेत्री,2544,NE,ne,kshetri,kshetry
कम्पनीले,2544,NE,ne,companyle,
जर्मनेली,2543,NE,ne,germanelli,
पौष,2542,NE,ne,paush,
एसियाका,2541,NE,ne,asiaka,
सिन्धुली,2540,NE,ne,sindhuli,
पाउने,2538,NE,ne,paune,
भूमिकामा,2538,NE,ne,bhumikama,
प्रदेशमा,2537,NE,ne,pradeshma,
पृथ्वीको,2537,NE,ne,prthviko,prithwiko
बागलुङ,2537,NE,ne,baglung,
तिनीहरूको,2534,NE,ne,tiniharuko,
अर्थशास्त्र,2533,NE,ne,arthashastra,
ओखलढुङ्गा,2533,NE,ne,okhaldhunga,
परिवारमा,2533,NE,ne,pariwarma,
रामेछाप,2532,NE,ne,ramechhap,
त्यसै,2529,NE,ne,tyasai,
दिनको,2529,NE,ne,dinko,
लिएको,2528,NE,ne,lieko,
भन्दै,2528,NE,ne,bhandai,
चरणमा,2527,NE,ne,charanma,
राजाको,2527,NE,ne,rajako,
गर्यो,2527,NE,ne,garyo,
अन्तराष्ट्रिय,2527,NE,ne,antarashtriya,
राखेको,2525,NE,ne,rakheko,
सल्यान,2525,NE,ne,salyan,
डिजिटल,2523,NE,ne,digital,
हुँदैन,2522,NE,ne,hundaina,
राष्ट्रहरू,2521,NE,ne,rashtraharu,
पाँचथर,2519,NE,ne,panchthar,
ओली,2518,NE,ne,oli,
टोलीहरू,2518,NE,ne,toliharu,
सङ्घको,2516,NE,ne,sanghako,
सिफारिस,2515,NE,ne,sifaris,
दशकमा,2514,NE,ne,dashakma,
जितेको,2514,NE,ne,jiteko,
विद्युतीय,2514,NE,ne,vidyutiya,
बैशाख,2513,NE,ne,baishakh,
गरिरहेका,2512,NE,ne,gariraheka,
नदीहरू,2512,NE,ne,nadiharu,
हुनेछ,2512,NE,ne,hunechha,
सम्मको,2511,NE,ne,sammako,
नारायणी,2510,NE,ne,narayani,
उपजिल्लाका,2510,NE,ne,upajillaka,
ओगटेको,2510,NE,ne,ogateko,
बस्नेत,2510,NE,ne,basnyat,basnet
नेपालले,2509,NE,ne,nepalle,
तेलगु,2505,NE,ne,telegu,
आफू,2504,NE,ne,afu,
भन्नाले,2503,NE,ne,bhannale,
चिनिन्छ,2502,NE,ne,chininchha,
नजिकै,2502,NE,ne,najikai,
मन्दिरमा,2502,NE,ne,mandirama,
सकिने,2501,NE,ne,sakine,
ट्याग,2501,NE,ne,tagg,
प्रजातिहरू,2501,NE,ne,prajatiharu,
खण्डमा,2500,NE,ne,khandama,
पुरुषको,2500,NE,ne,purushko,
लिम्बू,2498,NE,ne,limbu,
वडागत,2498,NE,ne,vadagata,
तापक्रम,2494,NE,ne,tapakram,
सहरमा,2494,NE,ne,saharma,
अवधिमा,2493,NE,ne,awadhima,
गराउने,2493,NE,ne,garaune,
आवेदनहरू,2493,NE,ne,awedanharu,
कम्पनीहरू,2492,NE,ne,companyharu,
प्रजातान्त्रिक,2492,NE,ne,prajatantrik,
व्यक्तिको,2490,NE,ne,wyaktiko,
देशका,2488,NE,ne,deshka,
समुदायको,2487,NE,ne,samudayako,
देखिएको,2487,NE,ne,dekhieko,
सभाको,2486,NE,ne,sabhako,
कञ्चनपुर,2485,NE,ne,kanchanpur,
पाँडे,2485,NE,ne,paande,
अमेरिकामा,2485,NE,ne,americama,
खेलेका,2484,NE,ne,kheleka,
गराउन,2484,NE,ne,garauna,
किनारमा,2484,NE,ne,kinarma,
नगरपालिकामा,2483,NE,ne,nagarpalikama,
फेला,2483,NE,ne,fela,
टोलीले,2482,NE,ne,tolile,
पुष,2482,NE,ne,push,
गरिरहेको,2481,NE,ne,gariraheko,
स्कोरकार्ड,2481,NE,ne,scorecard,
थारू,2480,NE,ne,tharu,
चिनिने,2479,NE,ne,chinine,
बर्दिया,2479,NE,ne,bardia,
कहिलेकाहीँ,2478,NE,ne,kahilekaahin,
निर्देशित,2478,NE,ne,nirdeshit,
पाएका,2476,NE,ne,paeka,
व्यक्तिहरूको,2476,NE,ne,wyaktiharuko,
छुट्टै,2475,NE,ne,chhuttai,
देखिने,2474,NE,ne,dekhine,
सफ्टवेयर,2474,NE,ne,suftwear,
स्वामित्वमा,2473,NE,ne,swamitwama,
मधेशी,2472,NE,ne,madheshi,
साविकको,2472,NE,ne,sawikko,
सोलुखुम्बु,2472,NE,ne,solukhumbu,
चलचित्रका,2471,NE,ne,chalchitraka,
मानिसहरूले,2471,NE,ne,manisharule,
उदाहरणका,2470,NE,ne,udaharanka,
देखेर,2470,NE,ne,dekhera,
नेवारी,2470,NE,ne,newari,
सिमाना,2470,NE,ne,simana,
वयस्क,2469,NE,ne,wayaska,
गाउँमा,2469,NE,ne,gaunma,
तेक्वान्दो,2469,NE,ne,tekwando,
नियन्त्रणमा,2468,NE,ne,niyantranma,
इसाई,2468,NE,ne,isai,
समूहको,2468,NE,ne,samuhako,
व्यक्तिहरू,2466,NE,ne,wyaktiharu,
गर्नुपर्ने,2466,NE,ne,garnuparne,
बेलामा,2464,NE,ne,belama,
सञ्चालनमा,2464,NE,ne,sanchalanma,
दार्चुला,2463,NE,ne,darchula,
लोपोन्मुख,2462,NE,ne,loponmukh,
म्याग्दी,2462,NE,ne,myagdi,
यस्तै,2461,NE,ne,yastai,
विष्ट,2461,NE,ne,wishta,
कुँवर,2460,NE,ne,kunwar,
बलियो,2460,NE,ne,baliyo,
विरुद्धको,2459,NE,ne,viruddhako,
लेखमा,2458,NE,ne,lekhma,
तुलनामा,2457,NE,ne,tulanama,
दोश्रो,2457,NE,ne,doshro,
पक्षमा,2457,NE,ne,pakshama,
सुटर,2456,NE,ne,suiter,
महासङ्घ,2456,NE,ne,mahasangha,
महिलाहरू,2454,NE,ne,mahilaharu,
दलहरू,2452,NE,ne,dalharu,
बमोजिम,2451,NE,ne,bamojim,
आएर,2451,NE,ne,aera,
अरू,2450,NE,ne,aroo,
मन्दिरहरू,2450,NE,ne,mandirharu,
दुईवटा,2450,NE,ne,duiwata,
न्यौपाने,2449,NE,ne,neupane,
ज्ञानेन्द्र,2449,NE,ne,gyanendra,
सामुदायिक,2449,NE,ne,samudayik,
थिएन,2448,NE,ne,thiena,
मानिएको,2448,NE,ne,manieko,
पाकिस्तानका,2447,NE,ne,pakistanka,
उसले,2447,NE,ne,usle,
एकीकरण,2446,NE,ne,ekikaran,
समाजमा,2446,NE,ne,samajma,
संस्थाको,2445,NE,ne,sansthako,
नामाकरण,2444,NE,ne,namakaran,
हामीले,2444,NE,ne,hamile,
मेट्नुपर्ने,2443,NE,ne,metnuparne,
शाक्य,2443,NE,ne,sakya,
रनले,2443,NE,ne,ranle,
हक,2443,NE,ne,huq,
किसिमको,2441,NE,ne,kisimko,
पहिलोपटक,2441,NE,ne,pahilopatak,
जर्ज,2440,NE,ne,georg,
पन्त,2440,NE,ne,panta,
परियोजनामा,2439,NE,ne,pariyojanama,
सङ्ग्रहालय,2439,NE,ne,sangrahalaya,
आमाको,2438,NE,ne,amako,
भनिने,2438,NE,ne,bhanine,
खेल्न,2438,NE,ne,khelna,
भियतनाम,2438,NE,ne,bhiyatnam,
अधिकारको,2437,NE,ne,adhikarko,
जाजरकोट,2437,NE,ne,jajarkote,
देउवा,2436,NE,ne,deuwa,
विकेटले,2436,NE,ne,wicketle,
चीनका,2436,NE,ne,chinka,
समयसम्म,2433,NE,ne,samayasamma,
जातिको,2433,NE,ne,jatiko,
अर्घाखाँची,2432,NE,ne,arghakhanchi,
पटकथा,2432,NE,ne,patakatha,
बर्दघाट,2432,NE,ne,bardaghat,
सक्छन्,2432,NE,ne,sakchhan,
खनाल,2431,NE,ne,khanal,
राजाहरू,2430,NE,ne,rajaharu,
महाकाली,2430,NE,ne,mahakali,
मानिसको,2430,NE,ne,manisko,
यिनको,2430,NE,ne,yinko,
राखेका,2430,NE,ne,rakheka,
साहित्यमा,2429,NE,ne,sahityama,
रंगशाला,2427,NE,ne,rangashala,
पुस्तकहरू,2427,NE,ne,pustakharu,
लिगको,2427,NE,ne,ligko,
राखेर,2425,NE,ne,rakhera,
वर्षसम्म,2425,NE,ne,warshasamma,
हेर्दा,2423,NE,ne,herda,
परिवारको,2422,NE,ne,pariwarko,
प्राधिकरण,2422,NE,ne,pradhikaran,
मर्स्याङ्दी,2421,NE,ne,marsyangdi,
रावल,2421,NE,ne,rawal,raval
राष्ट्रको,2421,NE,ne,rashtrako,
जान्छ,2420,NE,ne,janchha,
विकासको,2420,NE,ne,wikasko,
एकेडेमी,2420,NE,ne,ekedemy,
भइरहेको,2420,NE,ne,bhairaheko,
कहिल्यै,2419,NE,ne,kahilyai,
जनजाति,2419,NE,ne,janajati,
पुगेका,2419,NE,ne,pugeka,
सहरी,2417,NE,ne,sahari,
पाइएको,2416,NE,ne,paieko,
बङ्गालको,2416,NE,ne,bengalako,bengalko
राज्यका,2416,NE,ne,rajyaka,
गहिरो,2414,NE,ne,gahiro,
उप्रेती,2414,NE,ne,uprety,upreti
सरकारका,2414,NE,ne,sarkarka,
हटाउने,2414,NE,ne,hataune,
धावक,2413,NE,ne,dhawak,
शाहले,2413,NE,ne,shahle,
भनेका,2412,NE,ne,bhaneka,
प्रतिस्थापन,2412,NE,ne,pratisthapan,
कसैले,2411,NE,ne,kasaile,
पुग्न,2411,NE,ne,pugna,
राप्ती,2411,NE,ne,rapti,
व्यापारिक,2410,NE,ne,wyaparik,
यसबाट,2409,NE,ne,yasabata,
सेनापति,2409,NE,ne,senapati,
मुस्ताङ,2408,NE,ne,mustang,
राजशाही,2408,NE,ne,rajshahi,
कार्यक्रमहरू,2408,NE,ne,karyakramharu,
अर्जेन्टिना,2407,NE,ne,argentine,
सङ्खुवासभा,2405,NE,ne,sankhuwasabha,
गर्दछु,2405,NE,ne,gardachhu,
गाभिएका,2405,NE,ne,gabhieka,
धेरैजसो,2404,NE,ne,dheraijaso,
कार्यक्रमको,2403,NE,ne,karyakramko,
जनवादी,2403,NE,ne,janawadi,
गायकहरू,2403,NE,ne,gayakharu,
बताएका,2403,NE,ne,bataeka,
पारेको,2402,NE,ne,pareko,
इन्च,2401,NE,ne,inch,
प्रधानमन्त्रीहरू,2401,NE,ne,pradhanmantriharu,
जनताको,2400,NE,ne,janatako,
दिएर,2399,NE,ne,diera,
त्यसमा,2398,NE,ne,tyasama,
नहुने,2398,NE,ne,nahune,
तेह्रथुम,2397,NE,ne,tehrathum,
देवीको,2397,NE,ne,dewiko,deviko
शेरबहादुर,2397,NE,ne,sherbahadur,
टिप्पणीहरू,2396,NE,ne,tippaniharu,
अङ्ग,2396,NE,ne,anga,
पार्ने,2396,NE,ne,parne,
बस्न्यात,2396,NE,ne,basnyat,
समूहले,2396,NE,ne,samuhale,
अमेरिकाका,2395,NE,ne,americaka,
राष्ट्रपतिको,2395,NE,ne,rashtrapatiko,
नेपालीमा,2394,NE,ne,nepalima,
लामिछाने,2394,NE,ne,lamichhane,
सुब्बा,2394,NE,ne,subba,
सेवाको,2394,NE,ne,sewako,
बढ्दै,2393,NE,ne,badhdai,
लेख्न,2393,NE,ne,lekhna,
अन्त्यमा,2392,NE,ne,antyama,
मध्येको,2392,NE,ne,madhyeko,
उचाइमा,2390,NE,ne,uchaima,
संघको,2390,NE,ne,sanghako,
शरीरमा,2389,NE,ne,sharirma,
शाहको,2388,NE,ne,shahako,
स्वामित्व,2387,NE,ne,swamitwa,
न्युयोर्क,2387,NE,ne,newyork,
पाएको,2387,NE,ne,paeko,
पात्रहरू,2387,NE,ne,patraharu,
वनस्पतिहरू,2387,NE,ne,wanaspatiharu,
सदस्यको,2387,NE,ne,sadasyako,
झरना,2386,NE,ne,jharana,
पाकिस्तानमा,2386,NE,ne,pakistanma,
विश्वयुद्ध,2386,NE,ne,vishwayuddha,
शरीरको,2386,NE,ne,sharirko,
परराष्ट्र,2385,NE,ne,pararashtra,
विभागको,2383,NE,ne,vibhagko,
रेसलमेनिया,2383,NE,ne,resalmenia,
अन्तरिम,2382,NE,ne,antarim,
जीवनमा,2382,NE,ne,jiwanma,
मेटाउने,2382,NE,ne,metaune,
टोलीका,2381,NE,ne,tolika,
बोल्ने,2380,NE,ne,bolne,
शब्दहरू,2380,NE,ne,shabdaharu,
साहित्यको,2380,NE,ne,sahityako,
राजनीतिमा,2378,NE,ne,rajnitima,
तिनको,2378,NE,ne,tinko,
मेटाउनु,2378,NE,ne,metaunu,
पर्नुभयो,2377,NE,ne,parnubhayo,
जितेका,2376,NE,ne,jiteka,
प्रभावकारी,2376,NE,ne,prabhavkari,
अघिल्लो,2375,NE,ne,aghillo,
दिन्छ,2375,NE,ne,dinchha,
कालिकोट,2374,NE,ne,kalikote,
बस्न,2371,NE,ne,basna,
तपाईलाई,2370,NE,ne,tapailai,
प्रयोगकर्ताहरू,2370,NE,ne,prayogkartaharu,
सबभन्दा,2369,NE,ne,sababhanda,
सहितको,2369,NE,ne,sahitko,
गरेमा,2368,NE,ne,garema,
ब्याटिङ,2368,NE,ne,batting,
अपलोड,2367,NE,ne,uploaded,
सल्लाह,2366,NE,ne,sallaha,sallah
जनमत,2365,NE,ne,janamat,
वैकल्पिक,2365,NE,ne,vaikalpik,
अत्यन्तै,2362,NE,ne,atyantai,
डोल्पा,2362,NE,ne,dolpa,
तपाईं,2362,NE,ne,tapain,
उचाइ,2361,NE,ne,uchai,
ट्रिपल,2361,NE,ne,triple,
तरिकाले,2361,NE,ne,tarikale,
तस्बिर,2361,NE,ne,tasbir,
मन्त्रीहरू,2361,NE,ne,mantriharu,
कथाहरू,2360,NE,ne,kathaharu,
प्रणालीको,2360,NE,ne,pranaliko,
वास्तवमा,2359,NE,ne,wastawma,
हुम्ला,2359,NE,ne,humla,
तिनीहरूले,2358,NE,ne,tiniharule,
पछिको,2358,NE,ne,pachhiko,
लगाउन,2358,NE,ne,lagauna,
विश्वविद्यालयको,2358,NE,ne,wishwawidyalayako,
सेवामा,2358,NE,ne,sewama,
बाजुरा,2357,NE,ne,bajura,
अस्तित्वमा,2356,NE,ne,astitwama,
प्रयोगमा,2356,NE,ne,prayogma,
राष्ट्रियता,2356,NE,ne,rashtriyata,
विरुद्धमा,2356,NE,ne,viruddhama,
शक्तिको,2356,NE,ne,shaktiko,
पुग्ने,2355,NE,ne,pugne,
मेची,2353,NE,ne,mechi,
उहाँले,2352,NE,ne,uhaanle,
धर्ममा,2352,NE,ne,dharmama,
मध्यपश्चिमाञ्चल,2352,NE,ne,madhyapashchimanchal,
घाँस,2352,NE,ne,ghansa,
बढ्दो,2352,NE,ne,badhdo,
इतिहासका,2350,NE,ne,ithaska,itihaska
उद्देश्यले,2350,NE,ne,uddeshyale,
क्षेत्रबाट,2350,NE,ne,kshetrabata,
ठकुरी,2349,NE,ne,thakuri,
सङ्गीतकार,2349,NE,ne,sangitkar,
जग्गा,2348,NE,ne,jagga,
टोलीमा,2348,NE,ne,tolima,
बङ्गलादेशमा,2348,NE,ne,bangaladeshma,
रसुवा,2348,NE,ne,rasuwa,
आयरल्यान्ड,2347,NE,ne,ayarlyand,
तिमी,2347,NE,ne,timi,
यहाँका,2347,NE,ne,yahanka,
उसलाई,2346,NE,ne,uslai,
हुनुहुन्छ,2346,NE,ne,hunuhunchha,
खेलाडीको,2346,NE,ne,kheladiko,
पार्टीका,2346,NE,ne,partyka,
रोज्यो,2346,NE,ne,rojyo,
रेग्मी,2345,NE,ne,regmi,
अवसरमा,2344,NE,ne,awasarma,
कार्यमा,2344,NE,ne,karyama,
सकेको,2344,NE,ne,sakeko,
आकारको,2343,NE,ne,akarko,
भागको,2343,NE,ne,bhagko,
वन्यजन्तु,2343,NE,ne,wanyajantu,
लागेका,2342,NE,ne,lageka,
जन्मिएका,2342,NE,ne,janmieka,
अन्तरिक्ष,2340,NE,ne,antariksha,
आन्दोलनको,2339,NE,ne,andolanko,
लगाएका,2338,NE,ne,lagaeka,
हरूमा,2338,NE,ne,haruma,
लगाइएको,2337,NE,ne,lagaieko,
कोही,2336,NE,ne,kohi,
चलचित्रहरूमा,2336,NE,ne,chalchitraharuma,
तपाईंले,2336,NE,ne,tapainle,
पानीमा,2336,NE,ne,panima,
प्रतियोगिताहरू,2336,NE,ne,pratiyogitaharu,
खेलेको,2335,NE,ne,kheleko,
चुनिएको,2335,NE,ne,chunieko,
डडेल्धुरा,2335,NE,ne,dadeldhura,
गुफा,2334,NE,ne,gufa,
छिमेकी,2334,NE,ne,chhimeki,
हेर्ने,2334,NE,ne,herne,
संसारको,2334,NE,ne,sansarko,
शासनकालमा,2333,NE,ne,shasankalma,
उपत्यकामा,2332,NE,ne,upatyakama,
किल्ला,2331,NE,ne,killa,
पूर्वाधार,2331,NE,ne,purwadhar,
संस्करणको,2330,NE,ne,sanskaranko,
फुटबलको,2330,NE,ne,footbalko,
सार्वभौम,2330,NE,ne,savabhauma,sarvabhauma
बसेको,2329,NE,ne,baseko,
हिसाबले,2329,NE,ne,hisable,
प्रादेशिक,2328,NE,ne,pradeshik,
दाजु,2327,NE,ne,daju,
शासनको,2327,NE,ne,shasanko,
हतियार,2327,NE,ne,hatiyar,
अन्तरले,2325,NE,ne,antarle,
अहिलेसम्म,2325,NE,ne,ahilesamma,
केन्द्रहरू,2324,NE,ne,kendraharu,
रुपैयाँ,2324,NE,ne,rupaiyan,
ल्याएको,2324,NE,ne,lyaeko,
अनुमानित,2323,NE,ne,anumanit,
एकादशी,2323,NE,ne,ekadashi,
एनएक्सटी,2323,NE,ne,nxt,
उद्योगमा,2322,NE,ne,udyogma,
